NBCI_TAX_Genus	NBCI_TAX_Species	Suggested_IUCN_Genus	Suggested_IUCN_Species
Lasiurus	blossevillii	Lasiurus	blossevillii
Lasiurus	borealis	Lasiurus	borealis
Lasiurus	cinereus	Lasiurus	cinereus
Lasiurus	ega	Lasiurus	ega
Lasiurus	egregius	Lasiurus	egregius
Lasiurus	intermedius	Lasiurus	intermedius
Lasiurus	seminolus	Lasiurus	seminolus
Lasiurus	xanthinus	Lasiurus	xanthinus
Leggadina	forresti	Leggadina	forresti
Lemmus	amurensis	Lemmus	amurensis
Lemmus	lemmus	Lemmus	lemmus
Lemmus	sibiricus	Lemmus	sibiricus
Lemmus	trimucronatus	Lemmus	trimucronatus
Lemniscomys	macculus	Lemniscomys	macculus
Lemniscomys	striatus	Lemniscomys	striatus
Lemur	catta	Lemur	catta
Leontopithecus	chrysomelas	Leontopithecus	chrysomelas
Leontopithecus	chrysopygus	Leontopithecus	chrysopygus
Leontopithecus	rosalia	Leontopithecus	rosalia
Leopardus	colocolo	Leopardus	colocolo
Leopardus	geoffroyi	Leopardus	geoffroyi
Leopardus	guigna	Leopardus	guigna
Leopardus	jacobita	Leopardus	jacobita
Leopardus	pardalis	Leopardus	pardalis
Leopardus	tigrinus	Leopardus	tigrinus
Leopardus	wiedii	Leopardus	wiedii
Lepilemur	aeeclis	Lepilemur	aeeclis
Lepilemur	ankaranensis	Lepilemur	ankaranensis
Lepilemur	dorsalis	Lepilemur	dorsalis
Lepilemur	edwardsi	Lepilemur	edwardsi
Lepilemur	jamesi	Lepilemur	jamesorum
Lepilemur	leucopus	Lepilemur	leucopus
Lepilemur	manasamody	Lepilemur	grewcockorum
Lepilemur	microdon	Lepilemur	microdon
Lepilemur	mitsinjoensis	Delete	Delete
Lepilemur	mustelinus	Lepilemur	mustelinus
Lepilemur	otto	Lepilemur	otto
Lepilemur	randrianasoloi	Lepilemur	randrianasoloi
Lepilemur	ruficaudatus	Lepilemur	ruficaudatus
Lepilemur	sahamalazensis	Lepilemur	sahamalazensis
Lepilemur	septentrionalis	Lepilemur	septentrionalis
Leporillus	conditor	Leporillus	conditor
Leptailurus	serval	Leptailurus	serval
Leptomys	elegans	Leptomys	elegans
Leptonychotes	weddellii	Leptonychotes	weddellii
Leptonycteris	curasoae	Leptonycteris	curasoae
Leptonycteris	nivalis	Leptonycteris	nivalis
Leptonycteris	yerbabuenae	Leptonycteris	yerbabuenae
Lepus	alleni	Lepus	alleni
Lepus	americanus	Lepus	americanus
Lepus	arcticus	Lepus	arcticus
Lepus	brachyurus	Lepus	brachyurus
Lepus	californicus	Lepus	californicus
Lepus	callotis	Lepus	callotis
Lepus	capensis	Lepus	capensis
Lepus	castroviejoi	Lepus	castroviejoi
Lepus	comus	Lepus	comus
Lepus	coreanus	Lepus	coreanus
Lepus	corsicanus	Lepus	corsicanus
Lepus	europaeus	Lepus	europaeus
Lepus	flavigularis	Lepus	flavigularis
Lepus	granatensis	Lepus	granatensis
Lepus	habessinicus	Lepus	habessinicus
Lepus	hainanus	Lepus	hainanus
Lepus	insularis	Lepus	insularis
Lepus	mandshuricus	Lepus	mandshuricus
Lepus	oiostolus	Lepus	oiostolus
Lepus	othus	Lepus	othus
Lepus	saxatilis	Lepus	saxatilis
Lepus	sinensis	Lepus	sinensis
Lepus	starcki	Lepus	starcki
Lepus	timidus	Lepus	timidus
Lepus	tolai	Lepus	tolai
Lepus	townsendii	Lepus	townsendii
Lepus	yarkandensis	Lepus	yarkandensis
Liberiictis	kuhni	Liberiictis	kuhni
Limnogale	mergulus	Limnogale	mergulus
Liomys	adspersus	Liomys	adspersus
Liomys	irroratus	Liomys	irroratus
Liomys	pictus	Liomys	pictus
Liomys	salvini	Liomys	salvini
Liomys	spectabilis	Liomys	spectabilis
Lipotes	vexillifer	Lipotes	vexillifer
Lissodelphis	borealis	Lissodelphis	borealis
Lissodelphis	peronii	Lissodelphis	peronii
Litocranius	walleri	Litocranius	walleri
Lobodon	carcinophaga	Lobodon	carcinophaga
Lonchophylla	robusta	Lonchophylla	robusta
Lonchothrix	emiliae	Lonchothrix	emiliae
Lontra	canadensis	Lontra	canadensis
Lontra	felina	Lontra	felina
Lontra	longicaudis	Lontra	longicaudis
Lontra	provocax	Lontra	provocax
Lophocebus	albigena	Lophocebus	albigena
Lophocebus	aterrimus	Lophocebus	aterrimus
Lophostoma	silvicolum	Lophostoma	silvicolum
Lophuromys	flavopunctatus	Lophuromys	flavopunctatus
Lophuromys	sikapusi	Lophuromys	sikapusi
Lorentzimys	nouhuysi	Lorentzimys	nouhuysi
Loxodonta	africana	Loxodonta	africana
Loxodonta	cyclotis	Delete	Delete
Lutra	lutra	Lutra	lutra
Lutra	sumatrana	Lutra	sumatrana
Lutreolina	crassicaudata	Lutreolina	crassicaudata
Lutrogale	perspicillata	Lutrogale	perspicillata
Lycalopex	culpaeus	Pseudalopex	culpaeus
Lycalopex	fulvipes	Pseudalopex	fulvipes
Lycalopex	griseus	Pseudalopex	griseus
Lycalopex	gymnocercus	Pseudalopex	gymnocercus
Lycalopex	sechurae	Pseudalopex	sechurae
Lycalopex	vetulus	Pseudalopex	vetulus
Lycaon	pictus	Lycaon	pictus
Lyncodon	patagonicus	Lyncodon	patagonicus
Lynx	canadensis	Lynx	canadensis
Lynx	lynx	Lynx	lynx
Lynx	pardinus	Lynx	pardinus
Lynx	rufus	Lynx	rufus
Macaca	arctoides	Macaca	arctoides
Macaca	assamensis	Macaca	assamensis
Macaca	brunnescens	Delete	Delete
Macaca	hecki	Macaca	hecki
Macaca	maura	Macaca	maura
Macaca	nigra	Macaca	nigra
Macaca	nigrescens	Macaca	nigrescens
Macaca	ochreata	Macaca	ochreata
Macaca	radiata	Macaca	radiata
Macaca	sinica	Macaca	sinica
Macaca	sylvanus	Macaca	sylvanus
Macaca	thibetana	Macaca	thibetana
Macaca	tonkeana	Macaca	tonkeana
Macroderma	gigas	Macroderma	gigas
Macroglossus	minimus	Macroglossus	minimus
Macroglossus	sobrinus	Macroglossus	sobrinus
Macropus	agilis	Macropus	agilis
Macropus	antilopinus	Macropus	antilopinus
Macropus	dorsalis	Macropus	dorsalis
Macropus	eugenii	Macropus	eugenii
Macropus	fuliginosus	Macropus	fuliginosus
Macropus	giganteus	Macropus	giganteus
Macropus	parma	Macropus	parma
Macropus	parryi	Macropus	parryi
Macropus	robustus	Macropus	robustus
Macropus	rufogriseus	Macropus	rufogriseus
Macropus	rufus	Macropus	rufus
Macroscelides	proboscideus	Macroscelides	proboscideus
Macrotarsomys	ingens	Macrotarsomys	ingens
Macrotis	lagotis	Macrotis	lagotis
Macrotus	waterhousii	Macrotus	waterhousii
Macruromys	major	Macruromys	major
Madoqua	guentheri	Madoqua	guentheri
Madoqua	kirkii	Madoqua	kirkii
Madoqua	saltiana	Madoqua	saltiana
Makalata	didelphoides	Makalata	didelphoides
Makalata	grandis	Toromys	grandis
Makalata	macrura	Makalata	macrura
Malacomys	edwardsi	Malacomys	edwardsi
Malacomys	longipes	Malacomys	longipes
Mallomys	rothschildi	Mallomys	rothschildi
Mammelomys	lanosus	Mammelomys	lanosus
Mammut	americanum	Mammut	americanum
Mammuthus	primigenius	Mammuthus	primigenius
Mandrillus	leucophaeus	Mandrillus	leucophaeus
Mandrillus	sphinx	Mandrillus	sphinx
Manis	pentadactyla	Manis	pentadactyla
Manis	tricuspis	Phataginus	tricuspis
Marmosa	lepida	Marmosa	lepida
Marmosa	mexicana	Marmosa	mexicana
Marmosa	murina	Marmosa	murina
Marmosa	robinsoni	Marmosa	robinsoni
Marmosa	rubra	Marmosa	rubra
Marmosops	impavidus	Marmosops	impavidus
Marmosops	incanus	Marmosops	incanus
Marmosops	invictus	Marmosops	invictus
Marmosops	noctivagus	Marmosops	noctivagus
Marmosops	parvidens	Marmosops	parvidens
Marmosops	pinheiroi	Marmosops	pinheiroi
Marmota	baibacina	Marmota	baibacina
Marmota	bobak	Marmota	bobak
Marmota	broweri	Marmota	broweri
Marmota	caligata	Marmota	caligata
Marmota	caudata	Marmota	caudata
Marmota	himalayana	Marmota	himalayana
Marmota	marmota	Marmota	marmota
Marmota	menzbieri	Marmota	menzbieri
Marmota	monax	Marmota	monax
Marmota	olympus	Marmota	olympus
Marmota	sibirica	Marmota	sibirica
Marmota	vancouverensis	Marmota	vancouverensis
Martes	americana	Martes	americana
Martes	flavigula	Martes	flavigula
Martes	foina	Martes	foina
Martes	martes	Martes	martes
Martes	melampus	Martes	melampus
Martes	pennanti	Martes	pennanti
Martes	zibellina	Martes	zibellina
Massoutiera	mzabi	Massoutiera	mzabi
Mastacomys	fuscus	Mastacomys	fuscus
Mastomys	coucha	Mastomys	coucha
Mastomys	erythroleucus	Mastomys	erythroleucus
Mastomys	hildebrandtii	Delete	Delete
Mastomys	huberti	Mastomys	huberti
Mastomys	kollmannspergeri	Mastomys	kollmannspergeri
Mastomys	natalensis	Mastomys	natalensis
Mastomys	pernanus	Mastomys	pernanus
Maxomys	bartelsii	Maxomys	bartelsii
Maxomys	moi	Maxomys	moi
Maxomys	ochraceiventer	Maxomys	ochraceiventer
Maxomys	rajah	Maxomys	rajah
Maxomys	surifer	Maxomys	surifer
Maxomys	whiteheadi	Maxomys	whiteheadi
Megaderma	lyra	Megaderma	lyra
Megaderma	spasma	Megaderma	spasma
Megadontomys	thomasi	Megadontomys	thomasi
Megaerops	ecaudatus	Megaerops	ecaudatus
Megaerops	kusnotoi	Megaerops	kusnotoi
Megaerops	niphanae	Megaerops	niphanae
Megaerops	wetmorei	Megaerops	wetmorei
Megaloceros	giganteus	Megaloceros	giganteus
Megaloglossus	azagnyi	Megaloglossus	azagnyi
Megaloglossus	woermanni	Megaloglossus	woermanni
Megaptera	novaeangliae	Megaptera	novaeangliae
Melanomys	caliginosus	Melanomys	caliginosus
Melanomys	chrysomelas	Delete	Delete
Melanomys	columbianus	Delete	Delete
Meles	anakuma	Meles	anakuma
Meles	leucurus	Meles	leucurus
Meles	meles	Meles	meles
Mellivora	capensis	Mellivora	capensis
Melogale	cucphuongensis	Melogale	cucphuongensis
Melogale	moschata	Melogale	moschata
Melogale	personata	Melogale	personata
Melomys	burtoni	Melomys	burtoni
Melomys	capensis	Melomys	capensis
Melomys	cervinipes	Melomys	cervinipes
Melomys	leucogaster	Melomys	leucogaster
Melomys	lutillus	Melomys	lutillus
Melomys	rubicola	Melomys	rubicola
Melomys	rufescens	Melomys	rufescens
Melonycteris	fardoulisi	Melonycteris	fardoulisi
Melonycteris	melanops	Melonycteris	melanops
Melursus	ursinus	Melursus	ursinus
Mephitis	mephitis	Mephitis	mephitis
Meriones	meridianus	Meriones	meridianus
Mesechinus	dauuricus	Mesechinus	dauuricus
Mesechinus	hughi	Mesechinus	hughi
Mesembriomys	gouldii	Mesembriomys	gouldii
Mesocricetus	auratus	Mesocricetus	auratus
Mesocricetus	brandti	Mesocricetus	brandti
Mesocricetus	newtoni	Mesocricetus	newtoni
Mesomys	hispidus	Mesomys	hispidus
Mesomys	occultus	Mesomys	occultus
Mesoplodon	bidens	Mesoplodon	bidens
Mesoplodon	bowdoini	Mesoplodon	bowdoini
Mesoplodon	carlhubbsi	Mesoplodon	carlhubbsi
Mesoplodon	densirostris	Mesoplodon	densirostris
Mesoplodon	europaeus	Mesoplodon	europaeus
Mesoplodon	ginkgodens	Mesoplodon	ginkgodens
Mesoplodon	grayi	Mesoplodon	grayi
Mesoplodon	hectori	Mesoplodon	hectori
Mesoplodon	hotaula	Delete	Delete
Mesoplodon	layardii	Mesoplodon	layardii
Mesoplodon	mirus	Mesoplodon	mirus
Mesoplodon	perrini	Mesoplodon	perrini
Mesoplodon	peruvianus	Mesoplodon	peruvianus
Mesoplodon	stejnegeri	Mesoplodon	stejnegeri
Mesoplodon	traversii	Mesoplodon	traversii
Metachirus	nudicaudatus	Metachirus	nudicaudatus
Micaelamys	namaquensis	Aethomys	namaquensis
Micoureus	constantiae	Marmosa	constantiae
Micoureus	demerarae	Marmosa	demerarae
Micoureus	paraguayanus	Marmosa	paraguayanus
Micoureus	regina	Marmosa	regina
Microcavia	australis	Microcavia	australis
Microcebus	berthae	Microcebus	berthae
Microcebus	bongolavensis	Microcebus	bongolavensis
Microcebus	danfossi	Microcebus	danfossi
Microcebus	gerpi	Microcebus	gerpi
Microcebus	griseorufus	Microcebus	griseorufus
Microcebus	jollyae	Microcebus	jollyae
Microcebus	lehilahytsara	Microcebus	lehilahytsara
Microcebus	lokobensis	Delete	Delete
Microcebus	macarthurii	Microcebus	macarthurii
Microcebus	mamiratra	Microcebus	mamiratra
Microcebus	mittermeieri	Microcebus	mittermeieri
Microcebus	murinus	Microcebus	murinus
Microcebus	myoxinus	Microcebus	myoxinus
Microcebus	ravelobensis	Microcebus	ravelobensis
Microcebus	rufus	Microcebus	rufus
Microcebus	sambiranensis	Microcebus	sambiranensis
Microcebus	simmonsi	Microcebus	simmonsi
Microcebus	tavaratra	Microcebus	tavaratra
Microdipodops	megacephalus	Microdipodops	megacephalus
Microdipodops	pallidus	Microdipodops	pallidus
Microgale	brevicaudata	Microgale	brevicaudata
Microgale	talazaci	Microgale	talazaci
Micromurexia	habbema	Murexia	habbema
Micromys	minutus	Micromys	minutus
Micronycteris	brachyotis	Lampronycteris	brachyotis
Micronycteris	brosseti	Micronycteris	brosseti
Micronycteris	buriri	Micronycteris	buriri
Micronycteris	giovanniae	Micronycteris	giovanniae
Micronycteris	hirsuta	Micronycteris	hirsuta
Micronycteris	homezi	Delete	Delete
Micronycteris	matses	Micronycteris	matses
Micronycteris	megalotis	Micronycteris	megalotis
Micronycteris	microtis	Micronycteris	microtis
Micronycteris	minuta	Micronycteris	minuta
Micronycteris	nicefori	Trinycteris	nicefori
Micronycteris	schmidtorum	Micronycteris	schmidtorum
Microperoryctes	aplini	Microperoryctes	aplini
Microperoryctes	longicauda	Microperoryctes	longicauda
Microperoryctes	papuensis	Microperoryctes	papuensis
Micropotamogale	lamottei	Micropotamogale	lamottei
Micropteropus	pusillus	Micropteropus	pusillus
Microryzomys	minutus	Microryzomys	minutus
Microsciurus	alfari	Microsciurus	alfari
Microsciurus	flaviventer	Microsciurus	flaviventer
Microtus	abbreviatus	Microtus	abbreviatus
Microtus	agrestis	Microtus	agrestis
Microtus	anatolicus	Microtus	anatolicus
Microtus	arvalis	Microtus	arvalis
Microtus	bavaricus	Microtus	bavaricus
Microtus	cabrerae	Microtus	cabrerae
Microtus	californicus	Microtus	californicus
Microtus	canicaudus	Microtus	canicaudus
Microtus	chrotorrhinus	Microtus	chrotorrhinus
Microtus	clarkei	Microtus	clarkei
Microtus	daghestanicus	Microtus	daghestanicus
Microtus	dogramacii	Microtus	dogramacii
Microtus	duodecimcostatus	Microtus	duodecimcostatus
Microtus	evoronensis	Microtus	evoronensis
Microtus	felteni	Microtus	felteni
Microtus	fortis	Microtus	fortis
Microtus	gerbei	Microtus	gerbei
Microtus	guatemalensis	Microtus	guatemalensis
Microtus	guentheri	Microtus	guentheri
Microtus	irani	Microtus	irani
Microtus	kikuchii	Microtus	kikuchii
Microtus	kirgisorum	Microtus	ilaeus
Microtus	leucurus	Phaiomys	leucurus
Microtus	levis	Microtus	levis
Microtus	liechtensteini	Microtus	liechtensteini
Microtus	limnophilus	Microtus	limnophilus
Microtus	longicaudus	Microtus	longicaudus
Microtus	lusitanicus	Microtus	lusitanicus
Microtus	majori	Microtus	majori
Microtus	maximowiczii	Microtus	maximowiczii
Microtus	mexicanus	Microtus	mexicanus
Microtus	middendorffii	Microtus	middendorffii
Microtus	miurus	Microtus	miurus
Microtus	mongolicus	Microtus	mongolicus
Microtus	montanus	Microtus	montanus
Microtus	montebelli	Microtus	montebelli
Microtus	mujanensis	Microtus	mujanensis
Microtus	multiplex	Microtus	multiplex
Microtus	oaxacensis	Microtus	oaxacensis
Microtus	obscurus	Delete	Delete
Microtus	ochrogaster	Microtus	ochrogaster
Microtus	oeconomus	Microtus	oeconomus
Microtus	oregoni	Microtus	oregoni
Microtus	pennsylvanicus	Microtus	pennsylvanicus
Microtus	pinetorum	Microtus	pinetorum
Microtus	pyrenaicus	Delete	Delete
Microtus	quasiater	Microtus	quasiater
Microtus	richardsoni	Microtus	richardsoni
Microtus	sachalinensis	Microtus	sachalinensis
Microtus	savii	Microtus	savii
Microtus	schelkovnikovi	Microtus	schelkovnikovi
Microtus	sikimensis	Delete	Delete
Microtus	socialis	Microtus	socialis
Microtus	subterraneus	Microtus	subterraneus
Microtus	tatricus	Microtus	tatricus
Microtus	thomasi	Microtus	thomasi
Microtus	townsendii	Microtus	townsendii
Microtus	transcaspicus	Microtus	transcaspicus
Microtus	umbrosus	Microtus	umbrosus
Microtus	xanthognathus	Microtus	xanthognathus
Millardia	kathleenae	Millardia	kathleenae
Millardia	meltada	Millardia	meltada
Miniopterus	africanus	Miniopterus	africanus
Miniopterus	australis	Miniopterus	australis
Miniopterus	fraterculus	Miniopterus	fraterculus
Miniopterus	fuliginosus	Delete	Delete
Miniopterus	gleni	Miniopterus	gleni
Miniopterus	griffithsi	Delete	Delete
Miniopterus	griveaudi	Miniopterus	griveaudi
Miniopterus	inflatus	Miniopterus	inflatus
Miniopterus	macrocneme	Miniopterus	macrocneme
Miniopterus	magnater	Miniopterus	magnater
Miniopterus	manavi	Miniopterus	manavi
Miniopterus	medius	Miniopterus	medius
Miniopterus	minor	Miniopterus	minor
Miniopterus	natalensis	Miniopterus	natalensis
Miniopterus	newtonii	Miniopterus	newtoni
Miniopterus	petersoni	Miniopterus	petersoni
Miniopterus	propitristis	Delete	Delete
Miniopterus	pusillus	Miniopterus	pusillus
Miniopterus	schreibersii	Miniopterus	schreibersii
Miniopterus	sororculus	Miniopterus	sororculus
Miniopterus	tristis	Miniopterus	tristis
Miopithecus	ogouensis	Miopithecus	ogouensis
Miopithecus	talapoin	Miopithecus	talapoin
Mirounga	angustirostris	Mirounga	angustirostris
Mirounga	leonina	Mirounga	leonina
Mirza	coquereli	Mirza	coquereli
Mirza	zaza	Mirza	zaza
Mogera	imaizumii	Mogera	imaizumii
Mogera	insularis	Mogera	insularis
Mogera	kanoana	Delete	Delete
Mogera	tokudae	Mogera	tokudae
Mogera	wogura	Mogera	wogura
Monachus	monachus	Monachus	monachus
Monachus	schauinslandi	Neomonachus	schauinslandi
Monodelphis	adusta	Monodelphis	adusta
Monodelphis	arlindoi	Delete	Delete
Monodelphis	brevicaudata	Monodelphis	brevicaudata
Monodelphis	dimidiata	Monodelphis	dimidiata
Monodelphis	domestica	Monodelphis	domestica
Monodelphis	emiliae	Monodelphis	emiliae
Monodelphis	glirina	Monodelphis	glirina
Monodelphis	handleyi	Monodelphis	handleyi
Monodelphis	osgoodi	Monodelphis	osgoodi
Monodelphis	peruviana	Monodelphis	peruviana
Monodelphis	scalops	Monodelphis	scalops
Monodelphis	sorex	Delete	Delete
Monodelphis	theresa	Monodelphis	theresa
Monodelphis	touan	Delete	Delete
Monodelphis	umbristriata	Monodelphis	umbristriatus
Monodon	monoceros	Monodon	monoceros
Monophyllus	redmani	Monophyllus	redmani
Monticolomys	koopmani	Monticolomys	koopmani
Mormoops	megalophylla	Mormoops	megalophylla
Moschiola	indica	Moschiola	indica
Moschiola	meminna	Moschiola	meminna
Mungos	mungo	Mungos	mungo
Mungotictis	decemlineata	Mungotictis	decemlineata
Muntiacus	crinifrons	Muntiacus	crinifrons
Muntiacus	feae	Muntiacus	feae
Muntiacus	gongshanensis	Muntiacus	gongshanensis
Muntiacus	muntjak	Muntiacus	muntjak
Muntiacus	putaoensis	Muntiacus	putaoensis
Muntiacus	reevesi	Muntiacus	reevesi
Muntiacus	rooseveltorum	Muntiacus	rooseveltorum
Muntiacus	truongsonensis	Muntiacus	truongsonensis
Muntiacus	vuquangensis	Muntiacus	vuquangensis
Murexchinus	melanurus	Murexia	melanurus
Murexia	longicaudata	Murexia	longicaudata
Murina	aenea	Murina	aenea
Murina	aurata	Murina	aurata
Murina	bicolor	Delete	Delete
Murina	cineracea	Delete	Delete
Murina	cyclotis	Murina	cyclotis
Murina	eleryi	Delete	Delete
Murina	florium	Murina	florium
Murina	harpioloides	Delete	Delete
Murina	hilgendorfi	Murina	hilgendorfi
Murina	huttoni	Murina	huttoni
Murina	jaintiana	Delete	Delete
Murina	leucogaster	Murina	leucogaster
Murina	peninsularis	Delete	Delete
Murina	pluvialis	Delete	Delete
Murina	puta	Murina	puta
Murina	rozendaali	Murina	rozendaali
Murina	ryukyuna	Murina	ryukyuana
Murina	suilla	Murina	suilla
Murina	tiensa	Murina	harrisoni
Murina	tubinaris	Murina	tubinaris
Murina	ussuriensis	Murina	ussuriensis
Mus	caroli	Mus	caroli
Mus	gratus	Delete	Delete
Muscardinus	avellanarius	Muscardinus	avellanarius
Musonycteris	harrisoni	Musonycteris	harrisoni
Mustela	africana	Mustela	africana
Mustela	altaica	Mustela	altaica
Mustela	erminea	Mustela	erminea
Mustela	eversmannii	Mustela	eversmanii
Mustela	felipei	Mustela	felipei
Mustela	frenata	Mustela	frenata
Mustela	itatsi	Mustela	itatsi
Mustela	kathiah	Mustela	kathiah
Mustela	lutreola	Mustela	lutreola
Mustela	nigripes	Mustela	nigripes
Mustela	nivalis	Mustela	nivalis
Mustela	nudipes	Mustela	nudipes
Mustela	putorius	Mustela	putorius
Mustela	sibirica	Mustela	sibirica
Mustela	strigidorsa	Mustela	strigidorsa
Mydaus	javanensis	Mydaus	javanensis
Mydaus	marchei	Mydaus	marchei
Mylodon	darwinii	Mylodon	darwinii
Mylomys	dybowskii	Mylomys	dybowskii
Myocastor	coypus	Myocastor	coypus
Myodes	andersoni	Myodes	andersoni
Myodes	californicus	Myodes	californicus
Myodes	centralis	Myodes	centralis
Myodes	gapperi	Myodes	gapperi
Myodes	glareolus	Myodes	glareolus
Myodes	regulus	Myodes	regulus
Myodes	rex	Myodes	rex
Myodes	rufocanus	Myodes	rufocanus
Myodes	rutilus	Myodes	rutilus
Myoictis	leucura	Myoictis	leucura
Myoictis	melas	Myoictis	melas
Myoictis	wallacei	Myoictis	wallacei
Myoictis	wavicus	Myoictis	wavicus
Myomimus	roachi	Myomimus	roachi
Myomyscus	brockmani	Myomyscus	brockmani
Myomyscus	verreauxii	Myomyscus	verreauxii
Myonycteris	angolensis	Lissonycteris	angolensis
Myonycteris	brachycephala	Myonycteris	brachycephala
Myonycteris	leptodon	Myonycteris	leptodon
Myonycteris	relicta	Myonycteris	relicta
Myonycteris	torquata	Myonycteris	torquata
Myoprocta	acouchy	Myoprocta	acouchy
Myoprocta	pratti	Myoprocta	pratti
Myopus	schisticolor	Myopus	schisticolor
Myosciurus	pumilio	Myosciurus	pumilio
Myosorex	blarina	Myosorex	blarina
Myosorex	cafer	Myosorex	cafer
Myosorex	geata	Myosorex	geata
Myosorex	kihaulei	Myosorex	kihaulei
Myosorex	longicaudatus	Myosorex	longicaudatus
Myosorex	sclateri	Myosorex	sclateri
Myosorex	varius	Myosorex	varius
Myosorex	zinki	Myosorex	zinki
Myospalax	aspalax	Myospalax	aspalax
Myospalax	psilurus	Myospalax	psilurus
Myotis	adversus	Myotis	adversus
Myotis	albescens	Myotis	albescens
Myotis	alcathoe	Myotis	alcathoe
Myotis	altarium	Myotis	altarium
Myotis	anjouanensis	Myotis	anjouanensis
Myotis	annamiticus	Myotis	annamiticus
Myotis	annectans	Myotis	annectans
Myotis	atacamensis	Myotis	atacamensis
Myotis	ater	Myotis	ater
Myotis	aurascens	Myotis	aurascens
Myotis	auriculus	Myotis	auriculus
Myotis	austroriparius	Myotis	austroriparius
Myotis	bechsteinii	Myotis	bechsteinii
Myotis	blythii	Myotis	blythii
Myotis	bocagii	Myotis	bocagii
Myotis	bombinus	Myotis	bombinus
Myotis	brandtii	Myotis	brandtii
Myotis	californicus	Myotis	californicus
Myotis	capaccinii	Myotis	capaccinii
Myotis	chiloensis	Myotis	chiloensis
Myotis	chinensis	Myotis	chinensis
Myotis	ciliolabrum	Myotis	ciliolabrum
Myotis	dasycneme	Myotis	dasycneme
Myotis	daubentonii	Myotis	daubentonii
Myotis	davidii	Myotis	davidii
Myotis	dominicensis	Myotis	dominicensis
Myotis	elegans	Myotis	elegans
Myotis	emarginatus	Myotis	emarginatus
Myotis	evotis	Myotis	evotis
Myotis	flavus	Delete	Delete
Myotis	formosus	Myotis	formosus
Myotis	fortidens	Myotis	fortidens
Myotis	frater	Myotis	frater
Myotis	gomantongensis	Myotis	gomantongensis
Myotis	goudoti	Myotis	goudoti
Myotis	gracilis	Delete	Delete
Myotis	grisescens	Myotis	grisescens
Myotis	hajastanicus	Myotis	hajastanicus
Myotis	hasseltii	Myotis	hasseltii
Myotis	horsfieldii	Myotis	horsfieldii
Myotis	ikonnikovi	Myotis	ikonnikovi
Myotis	keaysi	Myotis	keaysi
Myotis	keenii	Myotis	keenii
Myotis	laniger	Myotis	laniger
Myotis	latirostris	Delete	Delete
Myotis	leibii	Myotis	leibii
Myotis	longipes	Myotis	longipes
Myotis	lucifugus	Myotis	lucifugus
Myotis	macrodactylus	Myotis	macrodactylus
Myotis	macropus	Myotis	macropus
Myotis	macrotarsus	Myotis	macrotarsus
Myotis	martiniquensis	Myotis	martiniquensis
Myotis	moluccarum	Myotis	moluccarum
Myotis	montivagus	Myotis	montivagus
Myotis	muricola	Myotis	muricola
Myotis	myotis	Myotis	myotis
Myotis	mystacinus	Myotis	mystacinus
Myotis	nattereri	Myotis	nattereri
Myotis	nigricans	Myotis	nigricans
Myotis	nipalensis	Myotis	nipalensis
Myotis	oxygnathus	Delete	Delete
Myotis	oxyotus	Myotis	oxyotus
Myotis	pequinius	Myotis	pequinius
Myotis	petax	Delete	Delete
Myotis	pruinosus	Myotis	pruinosus
Myotis	punicus	Myotis	punicus
Myotis	ricketti	Myotis	pilosus
Myotis	ridleyi	Myotis	ridleyi
Myotis	riparius	Myotis	riparius
Myotis	rosseti	Myotis	rosseti
Myotis	ruber	Myotis	ruber
Myotis	schaubi	Myotis	schaubi
Myotis	scotti	Myotis	scotti
Myotis	septentrionalis	Myotis	septentrionalis
Myotis	sicarius	Myotis	sicarius
Myotis	siligorensis	Myotis	siligorensis
Myotis	simus	Myotis	simus
Myotis	sodalis	Myotis	sodalis
Myotis	thysanodes	Myotis	thysanodes
Myotis	tricolor	Myotis	tricolor
Myotis	velifer	Myotis	velifer
Myotis	vivesi	Myotis	vivesi
Myotis	volans	Myotis	volans
Myotis	watasei	Delete	Delete
Myotis	welwitschii	Myotis	welwitschii
Myotis	yanbarensis	Myotis	yanbarensis
Myotis	yumanensis	Myotis	yumanensis
Myotomys	sloggetti	Otomys	sloggetti
Myotragus	balearicus	Myotragus	balearicus
Myrmecobius	fasciatus	Myrmecobius	fasciatus
Myrmecophaga	tridactyla	Myrmecophaga	tridactyla
Mystromys	albicaudatus	Mystromys	albicaudatus
Naemorhedus	caudatus	Naemorhedus	caudatus
Naemorhedus	goral	Naemorhedus	goral
Nandinia	binotata	Nandinia	binotata
Nanger	dama	Nanger	dama
Nanger	granti	Nanger	granti
Nannospalax	ceyhanus	Delete	Delete
Nannospalax	galili	Spalax	ehrenbergi
Nannospalax	golani	Delete	Delete
Nannospalax	judaei	Delete	Delete
Nannospalax	nehringi	Spalax	nehringi
Nanonycteris	veldkampii	Nanonycteris	veldkampii
Napaeozapus	insignis	Napaeozapus	insignis
Nasalis	larvatus	Nasalis	larvatus
Nasua	narica	Nasua	narica
Nasua	nasua	Nasua	nasua
Natalus	stramineus	Natalus	stramineus
Neacomys	dubosti	Neacomys	dubosti
Neacomys	guianae	Neacomys	guianae
Neacomys	minutus	Neacomys	minutus
Neacomys	musseri	Neacomys	musseri
Neacomys	paracou	Neacomys	paracou
Neacomys	spinosus	Neacomys	spinosus
